"HomeScore Units Export"
""
"Property=.all"
"Property","Status","Unit Number","Year"
"The Louis","Occupied No Notice","""414""","2020"
"The Louis","Notice Unrented","""415""","2020"
"The Louis","Notice Unrented","""501""","2020"
"The Louis","Occupied No Notice","""502""","2020"
"The Louis","Occupied No Notice","""503""","2020"
"The Louis","Notice Unrented","""504""","2020"
"The Louis","Occupied No Notice","""505""","2020"
"The Louis","Occupied No Notice","""506""","2020"
"The Louis","Occupied No Notice","""507""","2020"
"The Louis","Occupied No Notice","""508""","2020"
"The Louis","Occupied No Notice","""509""","2020"
"The Louis","Occupied No Notice","""510""","2020"
"The Louis","Occupied No Notice","""511""","2020"
"The Louis","Occupied No Notice","""512""","2020"
"The Louis","Notice Unrented","""513""","2020"
"The Louis","Occupied No Notice","""514""","2020"
"The Louis","Occupied No Notice","""515""","2020"
"The Maryland","Occupied No Notice","""101""","2020"
"The Maryland","Occupied No Notice","""102""","2020"
"The Maryland","Occupied No Notice","""103""","2020"
"The Maryland","Occupied No Notice","""104""","2020"
"The Maryland","Occupied No Notice","""105""","2020"
"The Maryland","Occupied No Notice","""106""","2020"
"The Maryland","Occupied No Notice","""107""","2020"
"The Maryland","Occupied No Notice","""108""","2020"
"The Maryland","Vacant Unrented Not Ready","""109""","2020"
"The Maryland","Occupied No Notice","""110""","2020"
"The Maryland","Vacant Unrented Not Ready","""111""","2020"
"The Maryland","Occupied No Notice","""112""","2020"
"The Maryland","Occupied No Notice","""113""","2020"
"The Maryland","Vacant Rented Ready","""114""","2020"
"The Maryland","Vacant Unrented Not Ready","""115""","2020"
"The Maryland","Occupied No Notice","""201""","2020"
"The Maryland","Occupied No Notice","""202""","2020"
"The Maryland","Occupied No Notice","""203""","2020"
"The Maryland","Occupied No Notice","""204""","2020"
"The Maryland","Notice Unrented","""205""","2020"
"The Maryland","Occupied No Notice","""206""","2020"
"The Maryland","Occupied No Notice","""207""","2020"
"The Maryland","Occupied No Notice","""208""","2020"
"The Maryland","Occupied No Notice","""209""","2020"
"The Maryland","Occupied No Notice","""211""","2020"
"The Maryland","Occupied No Notice","""212""","2020"
"The Maryland","Occupied No Notice","""213""","2020"
"The Maryland","Vacant Unrented Ready","""214""","2020"
"The Maryland","Occupied No Notice","""215""","2020"
"The Maryland","Occupied No Notice","""216""","2020"
"The Maryland","Occupied No Notice","""217""","2020"
"The Maryland","Occupied No Notice","""218""","2020"
"The Maryland","Occupied No Notice","""219""","2020"
"The Maryland","Occupied No Notice","""220""","2020"
"The Maryland","Occupied No Notice","""301""","2020"
"The Maryland","Occupied No Notice","""302""","2020"
"The Maryland","Occupied No Notice","""303""","2020"
"The Maryland","Occupied No Notice","""304""","2020"
"The Maryland","Occupied No Notice","""305""","2020"
"The Maryland","Occupied No Notice","""306""","2020"
"The Maryland","Occupied No Notice","""307""","2020"
"The Maryland","Occupied No Notice","""308""","2020"
"The Maryland","Vacant Rented Ready","""309""","2020"
"The Maryland","Occupied No Notice","""310""","2020"
"The Maryland","Occupied No Notice","""311""","2020"
"The Maryland","Occupied No Notice","""312""","2020"
"The Maryland","Occupied No Notice","""313""","2020"
"The Maryland","Occupied No Notice","""314""","2020"
"The Maryland","Occupied No Notice","""315""","2020"
"The Maryland","Occupied No Notice","""316""","2020"
"The Maryland","Occupied No Notice","""317""","2020"
"The Maryland","Occupied No Notice","""318""","2020"
"The Maryland","Occupied No Notice","""319""","2020"
"The Maryland","Occupied No Notice","""320""","2020"
"The Maryland","Occupied No Notice","""401""","2020"
"The Maryland","Occupied No Notice","""402""","2020"
"The Maryland","Occupied No Notice","""403""","2020"
"The Maryland","Occupied No Notice","""404""","2020"
"The Maryland","Occupied No Notice","""405""","2020"
"The Maryland","Occupied No Notice","""406""","2020"
"The Maryland","Occupied No Notice","""407""","2020"
"The Maryland","Occupied No Notice","""408""","2020"
"The Maryland","Occupied No Notice","""409""","2020"
"The Maryland","Occupied No Notice","""410""","2020"
"The Maryland","Occupied No Notice","""411""","2020"
"The Maryland","Vacant Rented Not Ready","""412""","2020"
"The Maryland","Occupied No Notice","""413""","2020"
"The Maryland","Occupied No Notice","""414""","2020"
"The Maryland","Occupied No Notice","""415""","2020"
"The Maryland","Occupied No Notice","""416""","2020"
"The Maryland","Occupied No Notice","""417""","2020"
"The Maryland","Occupied No Notice","""418""","2020"
"The Maryland","Occupied No Notice","""419""","2020"
"The Maryland","Occupied No Notice","""420""","2020"
"The Maryland","Occupied No Notice","""501""","2020"
"The Maryland","Occupied No Notice","""502""","2020"
"The Maryland","Occupied No Notice","""503""","2020"
"The Maryland","Occupied No Notice","""504""","2020"
"The Maryland","Occupied No Notice","""505""","2020"
"The Maryland","Occupied No Notice","""506""","2020"
"The Maryland","Occupied No Notice","""507""","2020"
"The Maryland","Occupied No Notice","""508""","2020"
"The Maryland","Occupied No Notice","""509""","2020"
"The Maryland","Notice Unrented","""510""","2020"
"The Maryland","Occupied No Notice","""511""","2020"
"The Maryland","Occupied No Notice","""512""","2020"
"The Maryland","Occupied No Notice","""513""","2020"
"The Maryland","Occupied No Notice","""514""","2020"
"The Maryland","Occupied No Notice","""515""","2020"
"The Maryland","Occupied No Notice","""516""","2020"
"The Maryland","Occupied No Notice","""517""","2020"
"The Maryland","Occupied No Notice","""518""","2020"
"The Maryland","Occupied No Notice","""519""","2020"
"The Maryland","Occupied No Notice","""520""","2020"
"The Provinces","Occupied No Notice","""153-101""","2020"
"The Provinces","Occupied No Notice","""153-102""","2020"
"The Provinces","Occupied No Notice","""153-103""","2020"
"The Provinces","Occupied No Notice","""153-104""","2020"
"The Provinces","Occupied No Notice","""153-105""","2020"
"The Provinces","Occupied No Notice","""153-106""","2020"
"The Provinces","Occupied No Notice","""153-107""","2020"
"The Provinces","Occupied No Notice","""153-108""","2020"
"The Provinces","Occupied No Notice","""153-109""","2020"
"The Provinces","Occupied No Notice","""153-110""","2020"
"The Provinces","Occupied No Notice","""153-111""","2020"
"The Provinces","Occupied No Notice","""153-112""","2020"
"The Provinces","Occupied No Notice","""153-113""","2020"
"The Provinces","Occupied No Notice","""153-114""","2020"
"The Provinces","Occupied No Notice","""153-115""","2020"
"The Provinces","Occupied No Notice","""153-116""","2020"
"The Provinces","Occupied No Notice","""153-117""","2020"
"The Provinces","Occupied No Notice","""153-118""","2020"
"The Provinces","Occupied No Notice","""153-119""","2020"
"The Provinces","Occupied No Notice","""153-201""","2020"
"The Provinces","Occupied No Notice","""153-202""","2020"
"The Provinces","Occupied No Notice","""153-203""","2020"
"The Provinces","Occupied No Notice","""153-204""","2020"
"The Provinces","Occupied No Notice","""153-205""","2020"
"The Provinces","Occupied No Notice","""153-206""","2020"
"The Provinces","Occupied No Notice","""153-207""","2020"
"The Provinces","Occupied No Notice","""153-208""","2020"
"The Provinces","Notice Unrented","""153-209""","2020"
"The Provinces","Occupied No Notice","""153-210""","2020"
"The Provinces","Occupied No Notice","""153-211""","2020"
"The Provinces","Occupied No Notice","""153-212""","2020"
"The Provinces","Occupied No Notice","""153-213""","2020"
"The Provinces","Occupied No Notice","""153-214""","2020"
"The Provinces","Occupied No Notice","""153-215""","2020"
"The Provinces","Occupied No Notice","""153-216""","2020"
"The Provinces","Occupied No Notice","""153-217""","2020"
"The Provinces","Occupied No Notice","""153-218""","2020"
"The Provinces","Occupied No Notice","""153-219""","2020"
"The Provinces","Occupied No Notice","""153-220""","2020"
"The Provinces","Occupied No Notice","""153-301""","2020"
"The Provinces","Vacant Unrented Not Ready","""153-302""","2020"
"The Provinces","Occupied No Notice","""153-303""","2020"
"The Provinces","Occupied No Notice","""153-304""","2020"
"The Provinces","Notice Unrented","""153-305""","2020"
"The Provinces","Occupied No Notice","""153-306""","2020"
"The Provinces","Vacant Unrented Not Ready","""153-307""","2020"
"The Provinces","Occupied No Notice","""153-308""","2020"
"The Provinces","Occupied No Notice","""153-309""","2020"
"The Provinces","Occupied No Notice","""153-310""","2020"
"The Provinces","Occupied No Notice","""153-311""","2020"
"The Provinces","Occupied No Notice","""153-312""","2020"
"The Provinces","Vacant Unrented Not Ready","""153-313""","2020"
"The Provinces","Notice Unrented","""153-314""","2020"
"The Provinces","Occupied No Notice","""153-315""","2020"
"The Provinces","Occupied No Notice","""153-316""","2020"
"The Provinces","Occupied No Notice","""153-317""","2020"
"The Provinces","Occupied No Notice","""153-318""","2020"
"The Provinces","Occupied No Notice","""153-319""","2020"
"The Provinces","Occupied No Notice","""153-320""","2020"
"The Provinces","Occupied No Notice","""155-101""","2020"
"The Provinces","Occupied No Notice","""155-102""","2020"
"The Provinces","Occupied No Notice","""155-103""","2020"
"The Provinces","Occupied No Notice","""155-104""","2020"
"The Provinces","Occupied No Notice","""155-105""","2020"
"The Provinces","Occupied No Notice","""155-106""","2020"
"The Provinces","Occupied No Notice","""155-107""","2020"
"The Provinces","Notice Unrented","""155-108""","2020"
"The Provinces","Occupied No Notice","""155-109""","2020"
"The Provinces","Occupied No Notice","""155-110""","2020"
"The Provinces","Occupied No Notice","""155-111""","2020"
"The Provinces","Occupied No Notice","""155-112""","2020"
"The Provinces","Occupied No Notice","""155-113""","2020"
"The Provinces","Occupied No Notice","""155-114""","2020"
"The Provinces","Occupied No Notice","""155-115""","2020"
"The Provinces","Occupied No Notice","""155-116""","2020"
"The Provinces","Notice Unrented","""155-117""","2020"
"The Provinces","Vacant Unrented Not Ready","""155-118""","2020"
"The Provinces","Vacant Rented Not Ready","""155-119""","2020"
"The Provinces","Occupied No Notice","""155-201""","2020"
"The Provinces","Occupied No Notice","""155-202""","2020"
"The Provinces","Occupied No Notice","""155-203""","2020"
"The Provinces","Occupied No Notice","""155-204""","2020"
"The Provinces","Occupied No Notice","""155-205""","2020"
"The Provinces","Occupied No Notice","""155-206""","2020"
"The Provinces","Notice Unrented","""155-207""","2020"
"The Provinces","Occupied No Notice","""155-208""","2020"
"The Provinces","Occupied No Notice","""155-209""","2020"
"The Provinces","Occupied No Notice","""155-210""","2020"
"The Provinces","Occupied No Notice","""155-211""","2020"
"The Provinces","Occupied No Notice","""155-213""","2020"
"The Provinces","Occupied No Notice","""155-214""","2020"
"The Provinces","Occupied No Notice","""155-215""","2020"
"The Provinces","Occupied No Notice","""155-216""","2020"
"The Provinces","Vacant Unrented Not Ready","""155-217""","2020"
"The Provinces","Occupied No Notice","""155-218""","2020"
"The Provinces","Occupied No Notice","""155-219""","2020"
"The Provinces","Occupied No Notice","""155-220""","2020"
"The Provinces","Occupied No Notice","""155-301""","2020"
"The Provinces","Occupied No Notice","""155-302""","2020"
"The Provinces","Occupied No Notice","""155-303""","2020"
"The Provinces","Occupied No Notice","""155-304""","2020"
"The Provinces","Occupied No Notice","""155-305""","2020"
"The Provinces","Occupied No Notice","""155-306""","2020"
"The Provinces","Occupied No Notice","""155-307""","2020"
"The Provinces","Occupied No Notice","""155-308""","2020"
"The Provinces","Occupied No Notice","""155-309""","2020"
"The Provinces","Occupied No Notice","""155-310""","2020"
"The Provinces","Notice Unrented","""155-311""","2020"
"The Provinces","Occupied No Notice","""155-312""","2020"
"The Provinces","Occupied No Notice","""155-313""","2020"
"The Provinces","Occupied No Notice","""155-314""","2020"
"The Provinces","Occupied No Notice","""155-315""","2020"
"The Provinces","Occupied No Notice","""155-316""","2020"
"The Provinces","Occupied No Notice","""155-317""","2020"
"The Provinces","Occupied No Notice","""155-318""","2020"
"The Provinces","Occupied No Notice","""155-319""","2020"
"The Provinces","Occupied No Notice","""155-320""","2020"
"The Rose","Occupied No Notice","""N101""","2020"
"The Rose","Vacant Unrented Not Ready","""N102""","2020"
"The Rose","Occupied No Notice","""N103""","2020"
"The Rose","Occupied No Notice","""N104""","2020"
"The Rose","Notice Unrented","""N105""","2020"
"The Rose","Occupied No Notice","""N106""","2020"
"The Rose","Occupied No Notice","""N107""","2020"
"The Rose","Occupied No Notice","""N108""","2020"
"The Rose","Occupied No Notice","""N109""","2020"
"The Rose","Occupied No Notice","""N110""","2020"
"The Rose","Occupied No Notice","""N201""","2020"
"The Rose","Occupied No Notice","""N202""","2020"
"The Rose","Vacant Rented Not Ready","""N203""","2020"
"The Rose","Occupied No Notice","""N204""","2020"
"The Rose","Occupied No Notice","""N205""","2020"
"The Rose","Occupied No Notice","""N206""","2020"
"The Rose","Notice Unrented","""N207""","2020"
"The Rose","Occupied No Notice","""N208""","2020"
"The Rose","Occupied No Notice","""N209""","2020"
"The Rose","Occupied No Notice","""N210""","2020"
"The Rose","Occupied No Notice","""N211""","2020"
"The Rose","Occupied No Notice","""N212""","2020"
"The Rose","Occupied No Notice","""N213""","2020"
"The Rose","Vacant Unrented Not Ready","""N301""","2020"
"The Rose","Occupied No Notice","""N302""","2020"
"The Rose","Occupied No Notice","""N303""","2020"
"The Rose","Occupied No Notice","""N304""","2020"
"The Rose","Occupied No Notice","""N305""","2020"
"The Rose","Vacant Unrented Not Ready","""N306""","2020"
"The Rose","Vacant Rented Ready","""N307""","2020"
"The Rose","Occupied No Notice","""N308""","2020"
"The Rose","Occupied No Notice","""N309""","2020"
"The Rose","Occupied No Notice","""N310""","2020"
"The Rose","Occupied No Notice","""N311""","2020"
"The Rose","Notice Unrented","""N312""","2020"
"The Rose","Occupied No Notice","""N313""","2020"
"The Rose","Occupied No Notice","""N401""","2020"
"The Rose","Occupied No Notice","""N402""","2020"
"The Rose","Occupied No Notice","""N403""","2020"
"The Rose","Occupied No Notice","""N404""","2020"
"The Rose","Occupied No Notice","""N405""","2020"
"The Rose","Occupied No Notice","""N406""","2020"
"The Rose","Occupied No Notice","""N407""","2020"
"The Rose","Occupied No Notice","""N408""","2020"
